,Title,Projects,Authors,Stars
1969,Code review,git-autofixup,torbiak,171
1970,Code review,reviews,apoclyps,170
1971,Code review,qodana-cli,JetBrains,170
1972,Code review,gerrit-rest-java-client,uwolfer,163
1973,Code review,gh-stack,timothyandrew,152
1974,Code review,go-concurrency,code-review-checklists,150
1975,Code review,lookout,src-d,149
1976,Code review,sonarqube-action,kitabisa,149
1977,Code review,watermelon,watermelontools,144
1978,Code review,owasp-orizon,thesp0nge,142
1979,Code review,RedFlag,Addepar,133
1980,Code review,ReviewBot,reviewboard,131
1981,Code review,auto-request-review,necojackarc,125
1982,Code review,FastLint-Issues,feramhq,124
1983,Code review,decent-code,robatwilliams,108
1984,Code review,core-review,fanquake,107
1985,Code review,code-review-bot,google,100
1986,Code review,pull-request-analytics-action,AlexSim93,97
1987,Code review,refactoring,zuramai,97
1988,Code review,ruby-saddler,packsaddle,95
1989,Code review,go-gerrit,andygrunwald,93
1990,Code review,clang-tidy-review,ZedThree,88
1991,Code review,pull-request-review-guide,mawrkus,85
1992,Code review,weggli-patterns,0xdea,84
1993,Code review,code-review,training-center,84
1994,Code review,gitarena,mellowagain,82
1995,Code review,fixCache,aavshr,82
1996,Code review,dx-scanner,DXHeroes,80
1997,Code review,eslint-changed-files,tj-actions,80
1998,Code review,critiq.vim,AGhost-7,72
1999,Code review,vscode-extension,DeepCodeAI,72
2000,Compiler,next.js,vercel,125000
2001,Compiler,rust,rust-lang,96400
2002,Compiler,svelte,sveltejs,78100
2003,Compiler,webpack,webpack,64500
2004,Compiler,sway,FuelLabs,62800
2005,Compiler,gatsby,gatsbyjs,55200
2006,Compiler,kotlin,JetBrains,48700
2007,Compiler,parcel,parcel-bundler,43400
2008,Compiler,babel,babel,43100
2009,Compiler,esbuild,evanw,37900
2010,Compiler,v,vlang,35600
2011,Compiler,zig,ziglang,33500
2012,Compiler,marked,markedjs,32700
2013,Compiler,typst,typst,32400
2014,Compiler,carbon-lang,carbon-language,32299
2015,Compiler,swc,swc-project,30900
2016,Compiler,pkg,vercel,24300
2017,Compiler,v8,v8,23100
2018,Compiler,graal,oracle,20200
2019,Compiler,crystal,crystal-lang,19300
2020,Compiler,RustPython,RustPython,18600
2021,Compiler,gleam,gleam-lang,17300
2022,Compiler,assemblyscript,AssemblyScript,16700
2023,Compiler,Nim,nim-lang,16400
2024,Compiler,million,aidenybai,16200
2025,Compiler,compiler-explorer,compiler-explorer,15900
2026,Compiler,bytecode-viewer,Konloch,14600
2027,Compiler,codon,exaloop,14300
2028,Compiler,wasp,wasp-lang,13200
2029,Compiler,gopherjs,gopherjs,12600
2030,Compiler,mitosis,BuilderIO,12200
2031,Compiler,Nuitka,Nuitka,11700
2032,Compiler,tvm,apache,11600
2033,Compiler,oxc,oxc-project,10400
2034,Compiler,acwj,DoctorWkt,10400
2035,Compiler,numba,numba,9700
2036,Compiler,rspack,web-infra-dev,8900
2037,Compiler,awesome-compilers,aalhour,8800
2038,Compiler,craftinginterpreters,munificent,8700
2039,Compiler,compiler,elm,7500
2040,Compiler,enso,enso-org,7300
2041,Compiler,kotlin-native,JetBrains,7000
2042,Compiler,rescript-compiler,rescript-lang,6600
2043,Compiler,Odin,odin-lang,6500
2044,Compiler,lightningcss,parcel-bundler,6300
2045,Compiler,haxe,HaxeFoundation,6100
2046,Compiler,Halide,halide,5800
2047,Compiler,scala3,scala,5800
2048,Compiler,sucrase,alangpierce,5700
2049,Compiler,lebab,lebab,5600
2050,Compiler,red,red,5500
2051,Compiler,ocaml,ocaml,5400
2052,Compiler,groovy,apache,5200
2053,Compiler,panda,chakra-ui,5000
2054,Compiler,ohm,ohmjs,5000
2055,Compiler,wing,winglang,4900
2056,Compiler,hy,hylang,4800
2057,Compiler,opal,opal,4800
2058,Compiler,wazero,tetratelabs,4800
2059,Compiler,leo,ProvableHQ,4800
2060,Compiler,farm,farm-fe,4800
2061,Compiler,walt,ballercat,4600
2062,Compiler,melody,yoav-lavi,4600
2063,Compiler,scala-js,scala-js,4600
2064,Compiler,scala-native,scala-native,4500
2065,Compiler,coconut,evhub,4000
2066,Compiler,mint,mint-lang,4000
2067,Compiler,reshade,crosire,4000
2068,Compiler,asmjit,asmjit,3900
2069,Compiler,fsharp,dotnet,3900
2070,Compiler,mtail,google,3800
2071,Compiler,borgo,borgo-lang,3700
2072,Compiler,firefly,GetFirefly,3600
2073,Compiler,ballerina-lang,ballerina-platform,3600
2074,Compiler,tengo,d5,3500
2075,Compiler,fully-homomorphic-encryption,google,3500
2076,Compiler,cinder,facebookincubator,3500
2077,Compiler,trunk,trunk-rs,3400
2078,Compiler,write-you-a-haskell,sdiehl,3300
2079,Compiler,openj9,eclipse-openj9,3300
2080,Continuous integration,localstack,localstack,53600
2081,Continuous integration,gitness,harness,32100
2082,Continuous integration,jenkins,jenkinsci,22900
2083,Continuous integration,volkswagen,auchenberg,14200
2084,Continuous integration,DevOps-Roadmap,milanm,11600
2085,Continuous integration,dagger,dagger,10800
2086,Continuous integration,origin,openshift,8500
2087,Continuous integration,concourse,concourse,7300
2088,Continuous integration,gocd,gocd,7100
2089,Continuous integration,buildbot,buildbot,5200
2090,Continuous integration,gaia,gaia-pipeline,5200
2091,Continuous integration,flagsmith,Flagsmith,4700
2092,Continuous integration,strider,Strider-CD,4600
2093,Continuous integration,jx,jenkins-x,4600
2094,Continuous integration,cds,ovh,4500
2095,Continuous integration,ModernCppStarter,TheLartians,4300
2096,Continuous integration,github-pages-deploy-action,JamesIves,4200
2097,Continuous integration,werf,werf,4200
2098,Continuous integration,cml,iterative,4000
2099,Continuous integration,xcpretty,xcpretty,3900
2100,Continuous integration,cake,cake-build,3900
2101,Continuous integration,hygieia,hygieia,3800
2102,Continuous integration,FTP-Deploy-Action,SamKirkland,3700
2103,Continuous integration,tox,tox-dev,3600
2104,Continuous integration,awesome-ci,ligurio,3600
2105,Continuous integration,tbls,k1LoW,3400
2106,Continuous integration,setup-php,shivammathur,2900
2107,Continuous integration,nuke,nuke-build,2800
2108,Continuous integration,PHPCI,dancryer,2400
2109,Continuous integration,syncd,dreamans,2200
2110,Continuous integration,hound,houndci,2000
2111,Continuous integration,fabric8,fabric8io,1800
2112,Continuous integration,changed-files,tj-actions,1700
2113,Continuous integration,light-novel-library_Wenku8_Android,MewX,1700
2114,Continuous integration,modern-cpp-template,filipdutescu,1700
2115,Continuous integration,lastbackend,lastbackend,1600
2116,Continuous integration,flow-core-x,FlowCI,1600
2117,Continuous integration,stepci,stepci,1600
2118,Continuous integration,toast,stepchowfun,1600
2119,Continuous integration,bors-ng,bors-ng,1500
2120,Continuous integration,agola,agola-io,1500
2121,Continuous integration,churn-php,bmitch,1400
2122,Continuous integration,trust,japaric,1300
2123,Continuous integration,AndroidSDK,thyrlian,1200
2124,Continuous integration,awesome-bazel,jin,1100
2125,Continuous integration,cyclone,caicloud,1100
2126,Continuous integration,Piplin,Piplin,1000
2127,Continuous integration,screwdriver,screwdriver-cd,1000
2128,Continuous integration,abstruse,bleenco,932
2129,Continuous integration,FlubuCore,dotnetcore,900
2130,Continuous integration,platform-espressif32,platformio,886
2131,Continuous integration,webhookd,ncarlier,872
2132,Continuous integration,gojenkins,bndr,861
2133,Continuous integration,jenkinsapi,pycontribs,857
2134,Continuous integration,its,PDP-10,844
2135,Continuous integration,ansible-role-jenkins,geerlingguy,827
2136,Continuous integration,awesome-learning,mfaisalkhatri,810
2137,Continuous integration,agent,buildkite,802
2138,Continuous integration,chimp,xolvio,798
2139,Continuous integration,ue4-docker,adamrehn,776
2140,Continuous integration,expo-github-action,expo,763
2141,Continuous integration,keycloak-config-cli,adorsys,733
2142,Continuous integration,build-monitor-plugin,jenkinsci,724
2143,Continuous integration,FeatureToggle,jason-roberts,688
2144,Continuous integration,php-censor,php-censor,677
2145,Continuous integration,run-on-arch-action,uraimo,677
2146,Continuous integration,binci,binci,674
2147,Continuous integration,lambdacd,flosell,674
2148,Continuous integration,_old_vespene,vespene-io,652
2149,Continuous integration,EazyBuilder,iSoftStoneGroup,652
2150,Continuous integration,kubernetes-operator,jenkinsci,596
2151,Continuous integration,Cranium,100,584
2152,Continuous integration,pypyr,pypyr,582
2153,Continuous integration,devops-tools,techiescamp,571
2154,Continuous integration,huskyCI,globocom,569
2155,Continuous integration,showyourwork,showyourwork,556
2156,Continuous integration,xcov,fastlane-community,556
2157,Continuous integration,gitlab-ci-pipeline-php,edbizarro,527
2158,Continuous integration,pi-ci,ptrsr,519
2159,Continuous integration,DotCi,groupon,500
2160,C++,project-based-learning,practical-tutorials,195000
2161,C++,CS-Notes,CyC2018,174000
2162,C++,awesome-cpp,fffaraz,58400
2163,C++,leetcode,azl397985856,54400
2164,C++,leetcode-master,youngyangyang04,50200
2165,C++,x64dbg,x64dbg,44200
2166,C++,ImHex,WerWolv,42600
2167,C++,CPlusPlusThings,Light-City,38600
2168,C++,ClickHouse,ClickHouse,36500
2169,C++,interview,huihut,34300
2170,C++,carbon-lang,carbon-language,32299
2171,C++,openpose,CMU-Perceptual-Computing-Lab,30700
2172,C++,leetcode,doocs,30600
2173,C++,C-Plus-Plus,TheAlgorithms,30000
2174,C++,calculator,microsoft,29500
2175,C++,aseprite,aseprite,28400
2176,C++,dragonfly,dragonflydb,25200
2177,C++,modern-cpp-tutorial,changkun,23700
2178,C++,spdlog,gabime,23700
2179,C++,solidity,ethereum,23000
2180,C++,vcpkg,microsoft,22700
2181,C++,fmt,fmtlib,20300
2182,C++,CS-Books,forthespada,20200
2183,C++,tinyrenderer,ssloy,20200
2184,C++,modern-cpp-features,AnthonyCalandra,19400
2185,C++,Catch2,catchorg,18400
2186,C++,Ciphey,Ciphey,17700
2187,C++,Sunshine,LizardByte,17400
2188,C++,antlr4,antlr,16900
2189,C++,slint,slint-ui,16700
2190,C++,Qv2ray,Qv2ray,16600
2191,C++,TinyWebServer,qinguoyi,16300
2192,C++,compiler-explorer,compiler-explorer,15900
2193,C++,BackgroundMusic,kyleneideck,15800
2194,C++,IoT-For-Beginners,microsoft,15100
2195,C++,rpcs3,RPCS3,15100
2196,C++,infer,facebook,14900
2197,C++,Sourcetrail,CoatiSoftware,14600
2198,C++,questdb,questdb,14300
2199,C++,polybar,polybar,14000
2200,C++,CS-Base,xiaolincoder,13900
2201,C++,tink,tink-crypto,13500
2202,C++,OpenRCT2,OpenRCT2,13300
2203,C++,scylladb,scylladb,13200
2204,C++,DearPyGui,hoffstadt,12900
2205,C++,dolphin,dolphin-emu,12700
2206,C++,cpp-httplib,yhirose,12600
2207,C++,openage,SFTtech,12600
2208,C++,webview,webview,12500
2209,C++,cmake-examples,ttroy50,12300
2210,C++,MuseScore,musescore,12000
2211,C++,awesome-modern-cpp,rigtorp,11700
2212,C++,Modern-CPP-Programming,federico-busato,11700
2213,C++,pcsx2,PCSX2,11300
2214,C++,MyTinySTL,Alinshans,11200
2215,C++,Stockfish,official-stockfish,11100
2216,C++,Open3D,isl-org,11100
2217,C++,milewski-ctfp-pdf,hmemcpy,10900
2218,C++,The-Complete-FAANG-Preparation,AkashSingh3031,10600
2219,C++,nebula,vesoft-inc,10600
2220,C++,TabNine,codota,10500
2221,C++,fprime,nasa,10000
2222,C++,entt,skypjack,10000
2223,C++,awesome-cpp-cn,jobbole,9900
2224,C++,pcl,PointCloudLibrary,9800
2225,C++,libvips,libvips,9500
2226,C++,organicmaps,organicmaps,9500
2227,C++,aws-doc-sdk-examples,awsdocs,9400
2228,C++,redpanda,redpanda-data,9400
2229,C++,cython,cython,9300
2230,C++,ChakraCore,chakra-core,9100
2231,C++,glm,g-truc,9100
2232,C++,manticoresearch,manticoresoftware,8800
2233,C++,yugabyte-db,yugabyte,8800
2234,C++,vowpal_wabbit,VowpalWabbit,8500
2235,C++,NanaZip,M2Team,8300
2236,C++,oceanbase,oceanbase,8200
2237,C++,cudf,rapidsai,8200
2238,C++,olive,olive-editor,8100
2239,C++,conan,conan-io,8100
2240,Cryptocurrency,bitcoin,bitcoin,77800
2241,Cryptocurrency,ccxt,ccxt,32400
2242,Cryptocurrency,OpenBB,OpenBB-finance,29500
2243,Cryptocurrency,freqtrade,freqtrade,27900
2244,Cryptocurrency,dogecoin,dogecoin,14400
2245,Cryptocurrency,monero,monero-project,8800
2246,Cryptocurrency,xmrig,xmrig,8600
2247,Cryptocurrency,hummingbot,hummingbot,7900
2248,Cryptocurrency,tachyon,kroma-network,7800
2249,Cryptocurrency,blockchain,dvf,7700
2250,Cryptocurrency,lnd,lightningnetwork,7600
2251,Cryptocurrency,lbry-sdk,lbryio,7200
2252,Cryptocurrency,StockSharp,StockSharp,7000
2253,Cryptocurrency,financial-machine-learning,firmai,6900
2254,Cryptocurrency,cosmos-sdk,cosmos,6200
2255,Cryptocurrency,python-binance,sammchardy,6000
2256,Cryptocurrency,tendermint,tendermint,5700
2257,Cryptocurrency,jesse,jesse-ai,5500
2258,Cryptocurrency,seaprotocol,sea-protocol,5100
2259,Cryptocurrency,grin,mimblewimble,5000
2260,Cryptocurrency,binance-trading-bot,chrisleekr,5000
2261,Cryptocurrency,litecoin,litecoin-project,4300
2262,Cryptocurrency,BlockChain,itheima1,4300
2263,Cryptocurrency,alpha_vantage,RomelTorres,4200
2264,Cryptocurrency,vectorbt,polakowo,4200
2265,Cryptocurrency,CryptoList,coinpride,4200
2266,Cryptocurrency,blockchain_go,Jeiwan,4100
2267,Cryptocurrency,Superalgos,Superalgos,4100
2268,Cryptocurrency,tribeca,michaelgrosner,4000
2269,Cryptocurrency,cointop,cointop-sh,4000
2270,Cryptocurrency,status-mobile,status-im,3900
2271,Cryptocurrency,EthList,Scanate,3900
2272,Cryptocurrency,awesome-coins,Zheaoli,3800
2273,Cryptocurrency,cardano-sl,input-output-hk,3800
2274,Cryptocurrency,nano-node,nanocurrency,3500
2275,Cryptocurrency,Krypto-trading-bot,ctubio,3300
2276,Cryptocurrency,freqtrade-strategies,freqtrade,3200
2277,Cryptocurrency,OctoBot,Drakkar-Software,3200
2278,Cryptocurrency,awesome-ai-in-finance,georgezouq,3200
2279,Cryptocurrency,zvt,zvtvz,3100
2280,Cryptocurrency,extension,tahowallet,3100
2281,Cryptocurrency,crypto-trading-bot,Haehnchen,3100
2282,Cryptocurrency,bcoin,bcoin-org,3000
2283,Cryptocurrency,gocryptotrader,thrasher-corp,3000
2284,Cryptocurrency,v2-core,Uniswap,2900
2285,Cryptocurrency,ton,ton-blockchain,2800
2286,Cryptocurrency,wallet-core,trustwallet,2800
2287,Cryptocurrency,BlueWallet,BlueWallet,2600
2288,Cryptocurrency,cryptocurrency-icons,spothq,2600
2289,Cryptocurrency,lbrycrd,lbryio,2600
2290,Cryptocurrency,bitcoin-on-nodejs,imfly,2500
2291,Cryptocurrency,binance-trader,yasinkuyu,2500
2292,Cryptocurrency,catalyst,scrtlabs,2500
2293,Cryptocurrency,blockchain-tutorial,liuchengxu,2400
2294,Cryptocurrency,cryptofeed,bmoscon,2200
2295,Cryptocurrency,technicalindicators,anandanand84,2100
2296,Cryptocurrency,bolts,lightning,2100
2297,Cryptocurrency,blankly,blankly-finance,2100
2298,Cryptocurrency,exchange-core,exchange-core,2000
2299,Cryptocurrency,stacks,stacks-network,2000
2300,Cryptocurrency,mina,MinaProtocol,2000
2301,Cryptocurrency,pycryptobot,whittlem,2000
2302,Cryptocurrency,mop,mop-tracker,1900
2303,Cryptocurrency,awesome-systematic-trading,wangzhe3224,1900
2304,Cryptocurrency,pybroker,edtechre,1900
2305,Cryptocurrency,ultimate-defi-research-base,OffcierCia,1900
2306,Cryptocurrency,marketstore,alpacahq,1900
2307,Cryptocurrency,SimpleCoin,cosme12,1800
2308,Cryptocurrency,moneymanagerex,moneymanagerex,1700
2309,Cryptocurrency,web3,life-itself,1700
2310,Cryptocurrency,robin_stocks,jmfernandes,1700
2311,Cryptocurrency,node-binance-api,jaggedsoft,1600
2312,Cryptocurrency,Binance-News-Sentiment-Bot,CyberPunkMetalHead,1600
2313,Cryptocurrency,Bitcoin.org,bitcoin-dot-org,1600
2314,Cryptocurrency,cryptos,karpathy,1600
2315,Cryptocurrency,php-mpos,MPOS,1500
2316,Cryptocurrency,wallet-adapter,anza-xyz,1500
2317,Cryptocurrency,fastquant,enzoampil,1500
2318,Cryptocurrency,ArchLinuxTutorial,ArchLinuxStudio,1500
2319,Cryptocurrency,dash,dashpay,1500
2320,Crystal,crystal,crystal-lang,19300
2321,Crystal,kemal,kemalcr,3600
2322,Crystal,awesome-crystal,veelenga,3300
2323,Crystal,lucky,luckyframework,2600
2324,Crystal,amber,amberframework,2600
2325,Crystal,hetzner-k3s,vitobotta,1700
2326,Crystal,Mango,getmango,1700
2327,Crystal,lilith,ffwff,1100
2328,Crystal,fib,drujensen,858
2329,Crystal,amethyst,amethyst-framework,649
2330,Crystal,Programming-Language-Benchmarks,hanabi1224,630
2331,Crystal,crystal-by-example,askn,550
2332,Crystal,noir,owasp-noir,549
2333,Crystal,ameba,crystal-ameba,513
2334,Crystal,icr,crystal-community,502
2335,Crystal,crystal-pg,will,462
2336,Crystal,crystalline,elbywan,431
2337,Crystal,jennifer.cr,imdrasil,417
2338,Crystal,vim-crystal,vim-crystal,413
2339,Crystal,marten,martenframework,404
2340,Crystal,crystal-book,crystal-lang,392
2341,Crystal,crystal-redis,stefanwille,380
2342,Crystal,irs,cooperhammond,379
2343,Crystal,ktistec,toddsundsted,359
2344,Crystal,crsfml,oprypin,349
2345,Crystal,crecto,Crecto,343
2346,Crystal,scry,crystal-lang-tools,333
2347,Crystal,sdl2-examples,xyproto,323
2348,Crystal,policr,Hentioe,304
2349,Crystal,crystal-db,crystal-lang,299
2350,Crystal,granite,amberframework,296
2351,Crystal,crystal-patterns,crystal-community,293
2352,Crystal,sentry,samueleaton,281
2353,Crystal,IGColorPicker,iGenius-Srl,277
2354,Crystal,vscode-crystal-lang,crystal-lang-tools,276
2355,Crystal,grip,grip-framework,274
2356,Crystal,clear,anykeyh,268
2357,Crystal,router.cr,tbrand,263
2358,Crystal,app-servers,costajob,257
2359,Crystal,slang,jeromegn,235
2360,Crystal,crest,mamantoha,235
2361,Crystal,celestite,noahlh,230
2362,Crystal,mosquito,mosquito-cr,225
2363,Crystal,qt5.cr,Papierkorb,211
2364,Crystal,athena,athena-framework,209
2365,Crystal,jwt,crystal-community,205
2366,Crystal,immutable,lucaong,203
2367,Crystal,cadmium,cadmiumcr,203
2368,Crystal,neph,tbrand,203
2369,Crystal,charly,charly-lang,200
2370,Crystal,PicoRX,dawsonjon,197
2371,Crystal,GESI,Blacksmoke16,194
2372,Crystal,Axentro,Axentro,193
2373,Crystal,oq,Blacksmoke16,190
2374,Crystal,marionette,watzon,181
2375,Crystal,shainet,NeuraLegion,181
2376,Crystal,bindgen,Papierkorb,178
2377,Crystal,kemalyst,kemalyst,176
2378,Crystal,compile-to-web,ChristianMurphy,176
2379,Crystal,libui.cr,Fusion,176
2380,Crystal,crystalshards,f,176
2381,Crystal,raze,samueleaton,175
2382,Crystal,halite,icyleaf,172
2383,Crystal,testsuite,cnti-testcatalog,170
2384,Crystal,fast-crystal,icyleaf,167
2385,Crystal,avram,luckyframework,164
2386,Crystal,anyolite,Anyolite,161
2387,Crystal,micrate,amberframework,158
2388,Crystal,tourmaline,protoncr,158
2389,Crystal,myhtml,kostya,154
2390,Crystal,prax.cr,ysbaddaden,152
2391,Crystal,num.cr,crystal-data,150
2392,Crystal,faker,askn,147
2393,Crystal,minitest.cr,ysbaddaden,146
2394,Crystal,tijolo,hugopl,144
2395,Crystal,http,onyxframework,143
2396,Crystal,Collision,GeopJr,142
2397,Crystal,crystal-sqlite3,crystal-lang,136
2398,Crystal,duktape.cr,jessedoyle,136
2399,Crystal,Crystagiri,madeindjs,135
2400,C#,Ryujinx,Ryujinx,34300
2401,C#,Files,files-community,33600
2402,C#,jellyfin,jellyfin,33100
2403,C#,leetcode,doocs,30600
2404,C#,calculator,microsoft,29500
2405,C#,ShareX,ShareX,29000
2406,C#,DevToys,DevToys-app,26600
2407,C#,Avalonia,AvaloniaUI,25100
2408,C#,WaveFunctionCollapse,mxgmn,23200
2409,C#,sst,sst,21300
2410,C#,pulumi,pulumi,20800
2411,C#,awesome-dotnet-core,thangchung,19800
2412,C#,SteamTools,BeyondDimension,19400
2413,C#,awesome-dotnet,quozd,19000
2414,C#,roslyn,dotnet,18900
2415,C#,AspNetCore-Developer-Roadmap,MoienTajik,18300
2416,C#,corefx,dotnet,17700
2417,C#,antlr4,antlr,16900
2418,C#,CleanArchitecture,ardalis,16100
2419,C#,PEASS-ng,peass-ng,15600
2420,C#,server,bitwarden,15100
2421,C#,amplication,amplication,15000
2422,C#,lively,rocksdanister,14700
2423,C#,OpenRA,OpenRA,14500
2424,C#,guiadevbrasil,arthurspk,13600
2425,C#,abp,abpframework,12700
2426,C#,quicktype,glideapps,11900
2427,C#,winsw,winsw,11900
2428,C#,aspnetboilerplate,aspnetboilerplate,11800
2429,C#,QuestPDF,QuestPDF,11500
2430,C#,csharplang,dotnet,11300
2431,C#,MonoGame,MonoGame,11300
2432,C#,mono,mono,11100
2433,C#,ArchiSteamFarm,JustArchiNET,11000
2434,C#,graphql-code-generator,dotansimha,10800
2435,C#,BenchmarkDotNet,dotnet,10300
2436,C#,thrift,apache,10300
2437,C#,dtm,dtm-labs,10000
2438,C#,Terminal.Gui,gui-cs,9500
2439,C#,xLua,Tencent,9300
2440,C#,Playnite,JosefNemec,9000
2441,C#,Dependencies,lucasg,8800
2442,C#,uno,unoplatform,8800
2443,C#,awesome-blazor,AdrienTorris,8700
2444,C#,Bogus,bchavez,8600
2445,C#,ReactiveUI,reactiveui,8000
2446,C#,UniTask,Cysharp,7900
2447,C#,MudBlazor,MudBlazor,7800
2448,C#,ailab,microsoft,7700
2449,C#,botframework-sdk,microsoft,7500
2450,C#,ImageGlass,d2phap,7400
2451,C#,wpfui,lepoco,7400
2452,C#,MarkovJunior,mxgmn,7300
2453,C#,Windows-Auto-Night-Mode,AutoDarkMode,7200
2454,C#,GameNetworkingResources,ThusSpokeNomad,7200
2455,C#,EntityComponentSystemSamples,Unity-Technologies,7100
2456,C#,Entitas,sschmid,7100
2457,C#,clean-code-dotnet,thangchung,7000
2458,C#,NSwag,RicoSuter,6700
2459,C#,dnSpy,dnSpyEx,6500
2460,C#,stride,stride3d,6400
2461,C#,hybridclr,focus-creative-games,6300
2462,C#,NLog,NLog,6300
2463,C#,microsoft-ui-xaml,microsoft,6300
2464,C#,elsa-core,elsa-workflows,6200
2465,C#,HandyControl,HandyOrg,6000
2466,C#,C-Sharp-Algorithms,aalhour,5900
2467,C#,Kavita,Kareadita,5900
2468,C#,WindowsCommunityToolkit,CommunityToolkit,5900
2469,C#,Unity-Script-Collection,michidk,5500
2470,C#,win-acme,win-acme,5200
2471,C#,Harmony,pardeike,5100
2472,C#,retos-programacion-2023,mouredev,5100
2473,C#,ScottPlot,ScottPlot,5100
2474,C#,FAQGURU,FAQGURU,5000
2475,C#,MisakaTranslator,hanmin0822,4900
2476,C#,pythonnet,pythonnet,4600
2477,C#,autorest,Azure,4600
2478,C#,Mastering-GitHub-Copilot-for-Paired-Programming,microsoft,4600
2479,C#,QRCoder,codebude,4500
2480,CSS,bootstrap,twbs,170000
2481,CSS,30-seconds-of-code,Chalarangelo,121000
2482,CSS,electron,electron,114000
2483,CSS,Web-Dev-For-Beginners,microsoft,82800
2484,CSS,tailwindcss,tailwindlabs,81600
2485,CSS,animate.css,animate-css,80500
2486,CSS,app-ideas,florinpop17,78700
2487,CSS,Font-Awesome,FortAwesome,73500
2488,CSS,Front-End-Checklist,thedaviddias,68400
2489,CSS,html5-boilerplate,h5bp,56400
2490,CSS,normalize.css,necolas,52300
2491,CSS,anime,juliangarnier,49500
2492,CSS,bulma,jgthms,49100
2493,CSS,prettier,prettier,49000
2494,CSS,parcel,parcel-bundler,43400
2495,CSS,hyper,vercel,43200
2496,CSS,30-Days-Of-JavaScript,Asabeneh,42500
2497,CSS,front-end-interview-handbook,yangshun,41300
2498,CSS,styled-components,styled-components,40400
2499,CSS,materialize,Dogfalo,38900
2500,CSS,esbuild,evanw,37900
2501,CSS,tabler,tabler,37700
2502,CSS,novu,novuhq,34100
2503,CSS,daisyui,saadeghi,33000
2504,CSS,layui,layui,29400
2505,CSS,Hover,IanLunn,29200
2506,CSS,postcss,postcss,28400
2507,CSS,css-protips,AllThingsSmitty,28100
2508,CSS,Daily-Interview-Question,Advanced-Frontend,27400
2509,CSS,Web,qianguyihao,26000
2510,CSS,fe-interview,haizlin,25200
2511,CSS,30-Days-Of-React,Asabeneh,25100
2512,CSS,mdb-ui-kit,mdbootstrap,24100
2513,CSS,iview,iview,24000
2514,CSS,pure,pure-css,23500
2515,CSS,scrollreveal,jlmakes,22300
2516,CSS,autoprefixer,postcss,21600
2517,CSS,NES.css,nostalgic-css,20600
2518,CSS,dioxus,DioxusLabs,20100
2519,CSS,ant-design-vue,vueComponent,20000
2520,CSS,popmotion,Popmotion,19900
2521,CSS,iCSS,chokcoco,19500
2522,CSS,You-Dont-Need-JavaScript,you-dont-need,19000
2523,CSS,tabler-icons,tabler,17900
2524,CSS,emotion,emotion-js,17400
2525,CSS,material-components-web,material-components,17100
2526,CSS,less.js,less,17000
2527,CSS,Front-End-Performance-Checklist,thedaviddias,16600
2528,CSS,30-seconds-of-css,Chalarangelo,16100
2529,CSS,front-end-guide,grab,15100
2530,CSS,ratchet,twbs,14600
2531,CSS,bootswatch,thomaspark,14500
2532,CSS,chinese-copywriting-guidelines,sparanoid,14200
2533,CSS,WebFundamentals,google,13900
2534,CSS,biome,biomejs,13800
2535,CSS,guiadevbrasil,arthurspk,13600
2536,CSS,mui,dcloudio,13500
2537,CSS,simplefolio,cobiwave,13400
2538,CSS,awesome-tailwindcss,aniftyco,13300
2539,CSS,pico,picocss,13200
2540,CSS,omi,Tencent,13000
2541,CSS,selectize.js,selectize,13000
2542,CSS,TW-Elements,mdbootstrap,12800
2543,CSS,css,primer,12500
2544,CSS,shoelace,shoelace-style,12500
2545,CSS,webview,webview,12500
2546,CSS,coloruicss,weilanwl,12200
2547,CSS,30-seconds-of-interviews,Chalarangelo,12000
2548,CSS,coreui-free-bootstrap-admin-template,coreui,11900
2549,CSS,habitica,HabitRPG,11800
2550,CSS,capacitor,ionic-team,11700
2551,CSS,bootstrap-table,wenzhixin,11700
2552,CSS,card,jessepollak,11600
2553,CSS,tachyons,tachyons-css,11600
2554,CSS,barba,barbajs,11600
2555,CSS,linaria,callstack,11500
2556,CSS,spectre,picturepan2,11300
2557,CSS,stylus,stylus,11200
2558,CSS,stylelint,stylelint,11000
2559,CSS,jsoup,jhy,10900
2560,Data structures,coding-interview-university,jwasham,303000
2561,Data structures,javascript-algorithms,trekhleb,187000
2562,Data structures,fucking-algorithm,labuladong,125000
2563,Data structures,hello-algo,krahets,94200
2564,Data structures,Java,TheAlgorithms,58400
2565,Data structures,leetcode,azl397985856,54400
2566,Data structures,interview,huihut,34300
2567,Data structures,JavaScript,TheAlgorithms,32000
2568,Data structures,C-Plus-Plus,TheAlgorithms,30000
2569,Data structures,swift-algorithm-club,kodecocodes,28700
2570,Data structures,Rust,TheAlgorithms,22000
2571,Data structures,OI-wiki,OI-wiki,20300
2572,Data structures,C,TheAlgorithms,18800
2573,Data structures,DSA-Bootcamp-Java,kunal-kushwaha,16700
2574,Data structures,Go,TheAlgorithms,15800
2575,Data structures,tech-interview-for-developer,gyoogle,14300
2576,Data structures,CtCI-6th-Edition,careercup,11300
2577,Data structures,The-Complete-FAANG-Preparation,AkashSingh3031,10600
2578,Data structures,leetcode-patterns,seanprashad,9900
2579,Data structures,orama,askorama,8400
2580,Data structures,leetcode_101,changgyhub,8200
